Approved Symbol	Approved Name	Previous Symbols	Synonyms	Entrez Gene ID	RefSeq IDs
HDC	histidine decarboxylase			3067	
HDDC2	HD domain containing 2	C6orf74	CGI-130, dJ167O5.2	51020	NM_016063
HDDC3	HD domain containing 3		MGC45386	374659	NM_198527
HDGF	heparin binding growth factor		HMG1L2	3068	NM_004494
HDGFL1	HDGF like 1	PWWP1	dJ309H15.1, Hdgfrp1, HRP-1	154150	NM_138574
HDGFL2	HDGF like 2		HRP2, Hdgfrp2	84717	NM_001001520
HDGFL3	HDGF like 3		HRP-3, Hdgfrp3	50810	NM_016073
HDGFP1	heparin binding growth factor pseudogene 1	HDGFP		474167	NG_004722
HDHD2	haloacid dehalogenase like hydrolase domain containing 2		DKFZP564D1378	84064	NM_032124
HDHD3	haloacid dehalogenase like hydrolase domain containing 3	C9orf158	MGC12904	81932	NM_031219
HDHD5	haloacid dehalogenase like hydrolase domain containing 5	CECR5		27440	NM_017829
HDHD5-AS1	HDHD5 antisense RNA 1	CECR4, CECR5-AS1	NCRNA00017	100130717	NR_024483
HDLBP	high density lipoprotein binding protein	VGL	HBP	3069	NM_203346
HDLCQ1	high density lipoprotein cholesterol level QTL 1			192144	
HDLDT1~withdrawn	symbol withdrawn, see ABCA1				
HDX	highly divergent homeobox	CXorf43	FLJ30678	139324	NM_144657
HEATR1	HEAT repeat containing 1		FLJ10359, BAP28, UTP10	55127	XM_375853
HEATR3	HEAT repeat containing 3		FLJ20718	55027	NM_182922
HEATR4	HEAT repeat containing 4		MGC48595	399671	NM_203309
HEATR5A	HEAT repeat containing 5A	C14orf125	DKFZP434I1735	25938	NM_015473
HEATR5B	HEAT repeat containing 5B		KIAA1414, DKFZp686P15184	54497	NM_019024
HEATR6	HEAT repeat containing 6		ABC1, FLJ22087	63897	NM_022070
HEATR9	HEAT repeat containing 9	C17orf66	FLJ32830	256957	NM_152781
HEBP1	heme binding protein 1		HEBP, HBP	50865	
HEBP2	heme binding protein 2	C6orf34	SOUL	23593	
HECA	hdc homolog, cell cycle regulator		HDCL, hHDC, HDC, dJ225E12.1	51696	NM_016217
HECTD1	HECT domain E3 ubiquitin protein ligase 1		KIAA1131	25831	
HECTD2	HECT domain E3 ubiquitin protein ligase 2		FLJ37306	143279	
HECTD2-AS1	HECTD2 antisense RNA 1			100188947	NR_024467
HECTD3	HECT domain E3 ubiquitin protein ligase 3		FLJ21156	79654	NM_024602
HECTD4	HECT domain E3 ubiquitin protein ligase 4	C12orf51	FLJ34154, KIAA0614	283450	NM_173813
HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1		KIAA0322, NEDL1	23072	NM_015052
HECW1-IT1	HECW1 intronic transcript 1			100127950	NR_135295
HECW2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2		KIAA1301, NEDL2	57520	NM_020760
HECW2-AS1	HECW2 antisense RNA 1			101927482	NR_110225
HEG1	heart development protein with EGF like domains 1		KIAA1237, HEG	57493	XM_087386
HEGFL~withdrawn	symbol withdrawn, see HBEGF				
HEIH	hepatocellular carcinoma up-regulated EZH2-associated long non-coding RNA		LINC-HEIH, lncRNA-HEIH, LINC00848, HCCAT2	100859930	NR_045680
HELB	DNA helicase B			92797	
HELIGL1~withdrawn	entry withdrawn				
HELLPAR	HELLP associated long non-coding RNA		LINC-HELLP	101101692	
HELLS	helicase, lymphoid specific		PASG, SMARCA6, LSH, Nbla10143	3070	NM_018063
HELQ	helicase, POLQ like		Hel308	113510	NM_133636
HELT	helt bHLH transcription factor		HESL, HCM1228, Mgn, bHLHb44, MEGANE	391723	NM_001300781
HELZ	helicase with zinc finger		KIAA0054, HUMORF5, DHRC	9931	NM_014877
HELZ2	helicase with zinc finger 2		PDIP1, PRIC285, KIAA1769	85441	NM_001037335
HEMGN	hemogen		EDAG, CT155, NDR	55363	NM_197978
HEMK1	HemK methyltransferase family member 1		MTQ1	51409	NM_016173
HEN1~withdrawn	symbol withdrawn, see NHLH1				
HEN2~withdrawn	symbol withdrawn, see NHLH2				
HENMT1	HEN methyltransferase 1	C1orf59	FLJ30525, HEN1	113802	NM_144584
HEP10~withdrawn	entry withdrawn				
HEPACAM	hepatic and glial cell adhesion molecule		FLJ25530, hepaCAM, GLIALCAM	220296	NM_152722
HEPACAM2	HEPACAM family member 2		FLJ38683	253012	NM_198151
HEPH	hephaestin		KIAA0698, CPL	9843	NM_138737
HEPHL1	hephaestin like 1		DKFZp686F22190	341208	XM_291947
HEPN1	hepatocellular carcinoma, down-regulated 1			641654	NM_001037558
HERC1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1		p532, p619	8925	NM_003922
HERC2	HECT and RLD domain containing E3 ubiquitin protein ligase 2		jdf2, p528, D15F37S1	8924	NM_004667
HERC2P1	hect domain and RLD 2 pseudogene 1		D15F37S2	8917	
HERC2P2	hect domain and RLD 2 pseudogene 2		D15F37S3	400322	
HERC2P3	hect domain and RLD 2 pseudogene 3		D15F37S4, LOC283755	283755	NG_008269
HERC2P4	hect domain and RLD 2 pseudogene 4		D16F37S5	100289574	NR_002827
HERC2P5	hect domain and RLD 2 pseudogene 5		D16F37S6	388254	NG_005349
HERC2P6	hect domain and RLD 2 pseudogene 6			8918	NG_005348
HERC2P7	hect domain and RLD 2 pseudogene 7			100132101	
HERC2P8	hect domain and RLD 2 pseudogene 8			440366	NG_009637
HERC2P9	hect domain and RLD 2 pseudogene 9		FLJ59185	440248	NR_036443
HERC2P10	hect domain and RLD 2 pseudogene 10			390561	NG_030002
HERC2P11	hect domain and RLD 2 pseudogene 11			100996738	
HERC3	HECT and RLD domain containing E3 ubiquitin protein ligase 3		KIAA0032	8916	NM_014606
HERC4	HECT and RLD domain containing E3 ubiquitin protein ligase 4		DKFZP564G092, KIAA1593	26091	NM_015601
HERC5	HECT and RLD domain containing E3 ubiquitin protein ligase 5		CEB1	51191	NM_016323
HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6		FLJ20637	55008	
HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1		KIAA0025, Mif1, HERP, SUP	9709	
HERPUD2	HERPUD family member 2		FLJ22313	64224	NM_022373
HES1	hes family bHLH transcription factor 1	HRY	FLJ20408, HES-1, Hes1, bHLHb39	3280	
HES2	hes family bHLH transcription factor 2		bHLHb40	54626	NM_019089
HES3	hes family bHLH transcription factor 3		bHLHb43	390992	NM_001024598
HES4	hes family bHLH transcription factor 4		bHLHb42	57801	NM_021170
HES5	hes family bHLH transcription factor 5		bHLHb38	388585	
HES6	hes family bHLH transcription factor 6		bHLHb41	55502	NM_018645
HES7	hes family bHLH transcription factor 7		bHLHb37	84667	NM_032580
HESX1	HESX homeobox 1		RPX, ANF	8820	
HEXA	hexosaminidase subunit alpha			3073	NM_000520
HEXA-AS1	HEXA antisense RNA 1	C15orf34	FLJ13315	80072	NR_027262
HEXB	hexosaminidase subunit beta			3074	NM_000521
HEXD	hexosaminidase D	HEXDC	FLJ23825	284004	NM_173620
HEXD-IT1	HEXD intronic transcript 1	HEXDC-IT1		100505970	
HEXIM1	hexamethylene bisacetamide inducible 1		CLP-1, HIS1, MAQ1, EDG1	10614	NM_006460
HEXIM2	hexamethylene bisacetamide inducible 2		FLJ32384	124790	NM_144608
HEY1	hes related family bHLH transcription factor with YRPW motif 1		HESR-1, CHF2, HESR1, HRT-1, CHF-2, HERP2, bHLHb31	23462	NM_012258
HEY2	hes related family bHLH transcription factor with YRPW motif 2		bHLHb32, HERP1, HESR2	23493	
HEYL	hes related family bHLH transcription factor with YRPW motif-like		bHLHb33, HEY3, HESR3	26508	NM_014571
HF2~withdrawn	symbol withdrawn, see CFH				
HFC1~withdrawn	symbol withdrawn, see HCFC1				
HFE	homeostatic iron regulator		HLA-H	3077	
HFM1	HFM1, ATP dependent DNA helicase homolog	SEC63D1	MER3, FLJ39011, FLJ36760	164045	NM_001017975
HFSP~withdrawn	symbol withdrawn, see GZMA				
HGD	homogentisate 1,2-dioxygenase	AKU	HGO	3081	
HGF	hepatocyte growth factor	DFNB39	SF, F-TCF, HGFB, HPTA	3082	NM_000601
HGFAC	HGF activator		HGFAP, HGFA	3083	
HGFL~withdrawn	symbol withdrawn, see MST1				
HGH1	HGH1 homolog	C8orf30A, FAM203B, C8orf30B, FAM203A	FLJ40907, LOC51236, Brp16	51236	NM_016458
HGL~withdrawn	symbol withdrawn, see NRG1				
HGPPS~withdrawn	symbol withdrawn, see ROBO3				
HGS	hepatocyte growth factor-regulated tyrosine kinase substrate		Hrs, ZFYVE8, Vps27	9146	NM_004712
HGSNAT	heparan-alpha-glucosaminide N-acetyltransferase	TMEM76	FLJ32731, HGNAT	138050	XM_372038
HHAT	hedgehog acyltransferase		FLJ10724, MART-2, MART2, Skn, ski, rasp, sit, GUP2	55733	NM_018194
HHATL	hedgehog acyltransferase like	C3orf3, GUP1	KIAA1173, OACT3, MSTP002, MBOAT3	57467	NM_020707
HHATL-AS1	HHATL antisense RNA 1				
HHC1~withdrawn	symbol withdrawn, see CASR				
HHC2~withdrawn	symbol withdrawn, see GNA11				
HHC3~withdrawn	symbol withdrawn, see AP2S1				
HHEX	hematopoietically expressed homeobox	PRHX	HEX, HOX11L-PEN	3087	
HHG~withdrawn	symbol withdrawn, see LHCGR				
HHH~withdrawn	symbol withdrawn, see SLC25A15				
HHIP	hedgehog interacting protein		HIP, FLJ20992	64399	
HHIP-AS1	HHIP antisense RNA 1			646576	NR_037595
HHIPL1	HHIP like 1	KIAA1822		84439	XM_041566
HHIPL2	HHIP like 2	KIAA1822L	FLJ13840	79802	NM_024746
HHLA1	HERV-H LTR-associating 1	PLA2L		10086	NM_001145095
HHLA2	HERV-H LTR-associating 2		B7H7, B7-H5, B7y	11148	NM_007072
HHLA3	HERV-H LTR-associating 3			11147	NM_007071
HIBADH	3-hydroxyisobutyrate dehydrogenase		NS5ATP1	11112	NM_152740
HIBCH	3-hydroxyisobutyryl-CoA hydrolase			26275	
HIC1	HIC ZBTB transcriptional repressor 1		ZBTB29, ZNF901	3090	NM_006497
HIC2	HIC ZBTB transcriptional repressor 2		KIAA1020, HRG22, ZBTB30, ZNF907	23119	
HID1	HID1 domain containing	C17orf28	DMC1, HID-1	283987	NM_030630
HID1-AS1	HID1 antisense RNA 1			102723641	NR_110878
HIF1A	hypoxia inducible factor 1 subunit alpha		MOP1, HIF-1alpha, PASD8, HIF1, bHLHe78	3091	NM_001530
HIF1A-AS1	HIF1A antisense RNA 1		5'aHIF-1A	100750246	NR_047116
HIF1A-AS2	HIF1A antisense RNA 2		3'aHIF-1A, aHIF	100750247	NR_045406
HIF1AN	hypoxia inducible factor 1 subunit alpha inhibitor		FLJ20615, DKFZp762F1811, FLJ22027, FIH1	55662	NM_017902
HIF1AP1	HIF1AP pseudogene 1			100874523	
HIF3A	hypoxia inducible factor 3 subunit alpha		IPAS, MOP7, PASD7, bHLHe17	64344	
HIGD1A	HIG1 hypoxia inducible domain family member 1A		HIG1, DKFZP564K247, RCF1A	25994	NM_014056
HIGD1AP1	HIG1 hypoxia inducible domain family member 1A pseudogene 1	HIGD1D, HIGD1DP		100129086	NG_009611
HIGD1AP2	HIG1 hypoxia inducible domain family member 1A pseudogene 2			100874450	
HIGD1AP3	HIG1 hypoxia inducible domain family member 1A pseudogene 3			100859920	NG_031935
HIGD1AP4	HIG1 hypoxia inducible domain family member 1A pseudogene 4				
HIGD1AP5	HIG1 hypoxia inducible domain family member 1A pseudogene 5			100289300	
HIGD1AP6	HIG1 hypoxia inducible domain family member 1A pseudogene 6			100874436	
HIGD1AP7	HIG1 hypoxia inducible domain family member 1A pseudogene 7				
HIGD1AP8	HIG1 hypoxia inducible domain family member 1A pseudogene 8				
HIGD1AP9	HIG1 hypoxia inducible domain family member 1A pseudogene 9				
HIGD1AP10	HIG1 hypoxia inducible domain family member 1A pseudogene 10			100287960	NG_027526
HIGD1AP11	HIG1 hypoxia inducible domain family member 1A pseudogene 11				
HIGD1AP12	HIG1 hypoxia inducible domain family member 1A pseudogene 12			100130383	
HIGD1AP13	HIG1 hypoxia inducible domain family member 1A pseudogene 13			100874454	
HIGD1AP14	HIG1 hypoxia inducible domain family member 1A pseudogene 14				
HIGD1AP15	HIG1 hypoxia inducible domain family member 1A pseudogene 15				
HIGD1AP16	HIG1 hypoxia inducible domain family member 1A pseudogene 16				
HIGD1AP17	HIG1 hypoxia inducible domain family member 1A pseudogene 17			100874477	NG_032551
HIGD1AP18	HIG1 hypoxia inducible domain family member 1A pseudogene 18				
HIGD1B	HIG1 hypoxia inducible domain family member 1B		CLST11240, CLST11240-15	51751	NM_016438
HIGD1C	HIG1 hypoxia inducible domain family member 1C		Gm921	613227	NM_001109619
HIGD2A	HIG1 hypoxia inducible domain family member 2A		MGC2198, RCF1B	192286	NM_138820
HIGD2B	HIG1 hypoxia inducible domain family member 2B	HIGD2BP		123346	NM_001017925
HIGM1~withdrawn	symbol withdrawn, see CD40LG				
HIKESHI	Hikeshi, heat shock protein nuclear import factor	C11orf73	HSPC138, HSPC179, OPI10	51501	NM_016401
HILPDA	hypoxia inducible lipid droplet associated	C7orf68	FLJ21076, HIG-2, HIG2	29923	NM_013332
HILS1	histone linker H1 domain, spermatid-specific 1 (pseudogene)			373861	NR_024193
HINFP	histone H4 transcription factor	MIZF	DKFZP434F162, HiNF-P, ZNF743	25988	NM_015517
HINT1	histidine triad nucleotide binding protein 1	PRKCNH1, HINT	PKCI-1	3094	NM_005340
HINT1P1	histidine triad nucleotide binding protein 1 pseudogene 1		HINTP1	730647	
HINT1P2	histidine triad nucleotide binding protein 1 pseudogene 2			100233146	
HINT2	histidine triad nucleotide binding protein 2			84681	NM_032593
HINT2P1	histidine triad nucleotide binding protein 2 pseudogene 1			101929471	
HINT3	histidine triad nucleotide binding protein 3		FLJ33126	135114	NM_138571
HIP1	huntingtin interacting protein 1		ILWEQ	3092	NM_005338
HIP1R	huntingtin interacting protein 1 related		KIAA0655, HIP3, HIP12, FLJ14000, ILWEQ	9026	NM_003959
HIPK1	homeodomain interacting protein kinase 1		KIAA0630, Myak, MGC26642, Nbak2, MGC33446, MGC33548	204851	NM_198268
HIPK1-AS1	HIPK1 antisense RNA 1			101928846	NR_110725
HIPK2	homeodomain interacting protein kinase 2			28996	NM_022740
HIPK3	homeodomain interacting protein kinase 3		PKY, DYRK6, YAK1, FIST3	10114	NM_005734
HIPK4	homeodomain interacting protein kinase 4		FLJ32818	147746	NM_144685
HIRA	histone cell cycle regulator	TUPLE1	DGCR1, TUP1	7290	NM_003325
HIRAP1	histone cell cycle regulator pseudogene 1			100422545	NG_025478
HIRIP3	HIRA interacting protein 3			8479	NM_003609
HIS~withdrawn	symbol withdrawn, see HAL				
HIST1H1A	histone cluster 1 H1 family member a	H1F1	H1.1, H1a	3024	NM_005325
HIST1H1B	histone cluster 1 H1 family member b	H1F5	H1.5, H1b, H1s-3	3009	NM_005322
HIST1H1C	histone cluster 1 H1 family member c	H1F2	H1.2, H1s-1, H1c	3006	NM_005319
HIST1H1D	histone cluster 1 H1 family member d	H1F3	H1.3, H1d, H1s-2	3007	NM_005320
HIST1H1E	histone cluster 1 H1 family member e	H1F4	H1.4, H1e, H1s-4	3008	NM_005321
HIST1H1PS1	histone cluster 1 H1 pseudogene 1		dJ34B20.16, FLJ39701, H1F6P	387325	NG_029660
HIST1H1PS2	histone cluster 1 H1 pseudogene 2	H3FEP	pH3/e	10338	
HIST1H1T	histone cluster 1 H1 family member t	H1FT	H1t	3010	NM_005323
HIST1H2AA	histone cluster 1 H2A family member a		bA317E16.2, H2AFR	221613	NM_170745
HIST1H2AB	histone cluster 1 H2A family member b	H2AFM	H2A/m	8335	NM_003513
HIST1H2AC	histone cluster 1 H2A family member c	H2AFL		8334	NM_003512
HIST1H2AD	histone cluster 1 H2A family member d	H2AFG	H2A/g, H2A.3	3013	NM_021065
HIST1H2AE	histone cluster 1 H2A family member e	H2AFA	H2A/a, H2A.1	3012	NM_021052
HIST1H2AG	histone cluster 1 H2A family member g	H2AFP	pH2A/f, H2A/p, H2A.1b	8969	NM_021064
HIST1H2AH	histone cluster 1 H2A family member h		H2AFALii, dJ86C11.1, H2A/S	85235	NM_080596
HIST1H2AI	histone cluster 1 H2A family member i	H2AFC	H2A/c	8329	NM_003509
HIST1H2AJ	histone cluster 1 H2A family member j	H2AFE	H2A/E	8331	NM_021066
HIST1H2AK	histone cluster 1 H2A family member k	H2AFD	H2A/d	8330	NM_003510
HIST1H2AL	histone cluster 1 H2A family member l	H2AFI	H2A/i, dJ193B12.9	8332	NM_003511
HIST1H2AM	histone cluster 1 H2A family member m	H2AFN	H2A/n, H2A.1	8336	NM_003514
HIST1H2APS1	histone cluster 1 H2A pseudogene 1		bA317E16.5, H2AFSP	387319	
HIST1H2APS2	histone cluster 1 H2A pseudogene 2	H2AFTP	dJ139G21.2, H2A/T	85303	NG_002685
HIST1H2APS3	histone cluster 1 H2A pseudogene 3		dJ34B20.8, H2AFUP	387323	
HIST1H2APS4	histone cluster 1 H2A pseudogene 4	H2AFK, H2AFKP	pH2A/k, dJ34B20.2	8333	
HIST1H2APS5	histone cluster 1 H2A pseudogene 5	H2AFFP	pH2A/f	10341	
HIST1H2APS6	HIST1H2A pseudogene 6			100509927	NG_029174
HIST1H2BA	histone cluster 1 H2B family member a		bA317E16.3, STBP, TSH2B, H2BFU	255626	NM_170610
HIST1H2BB	histone cluster 1 H2B family member b	H2BFF	H2B/f	3018	NM_021062
HIST1H2BC	histone cluster 1 H2B family member c	H2BFL	H2B/l, H2B.1	8347	NM_003526
HIST1H2BD	histone cluster 1 H2B family member d	H2BFB	H2B/b	3017	NM_021063
HIST1H2BE	histone cluster 1 H2B family member e	H2BFH	H2B/h, H2B.h	8344	NM_003523
HIST1H2BF	histone cluster 1 H2B family member f	H2BFG	H2B/g	8343	NM_003522
HIST1H2BG	histone cluster 1 H2B family member g	H2BFA	H2B/a, H2B.1A	8339	NM_003518
HIST1H2BH	histone cluster 1 H2B family member h	H2BFJ	H2B/j	8345	NM_003524
HIST1H2BI	histone cluster 1 H2B family member i	H2BFK	H2B/k	8346	NM_003525
HIST1H2BJ	histone cluster 1 H2B family member j	H2BFR	H2B/r	8970	NM_021058
HIST1H2BK	histone cluster 1 H2B family member k	H2BFT	H2BFAiii	85236	NM_080593
HIST1H2BL	histone cluster 1 H2B family member l	H2BFC	H2B/c, dJ97D16.4	8340	NM_003519
HIST1H2BM	histone cluster 1 H2B family member m	H2BFE	H2B/e, dJ160A22.3	8342	NM_003521
HIST1H2BN	histone cluster 1 H2B family member n	H2BFD	H2B/d	8341	NM_003520
HIST1H2BO	histone cluster 1 H2B family member o	H2BFN	H2B/n, H2B.2	8348	NM_003527
HIST1H2BPS1	histone cluster 1 H2B pseudogene 1		bA317E16.4, H2BFVP	100288742	NG_027974
HIST1H2BPS2	histone cluster 1 H2B pseudogene 2	H2BFIP	pH2B/i	10340	
HIST1H2BPS3	HIST1H2B pseudogene 3			100820735	NG_030513
HIST1H3A	histone cluster 1 H3 family member a	H3FA	H3/A	8350	NM_003529
HIST1H3B	histone cluster 1 H3 family member b	H3FL	H3/l	8358	NM_003537
HIST1H3C	histone cluster 1 H3 family member c	H3FC	H3/c, H3.1	8352	NM_003531
HIST1H3D	histone cluster 1 H3 family member d	H3FB	H3/b	8351	NM_003530
HIST1H3E	histone cluster 1 H3 family member e	H3FD	H3/d, H3.1	8353	NM_003532
HIST1H3F	histone cluster 1 H3 family member f	H3FI	H3/i	8968	NM_021018
HIST1H3G	histone cluster 1 H3 family member g	H3FH	H3/h	8355	NM_003534
HIST1H3H	histone cluster 1 H3 family member h	H3FK	H3/k, H3F1K	8357	NM_003536
HIST1H3I	histone cluster 1 H3 family member i	H3FF	H3/f, H3.f	8354	NM_003533
HIST1H3J	histone cluster 1 H3 family member j	H3FJ	H3/j	8356	NM_003535
HIST1H3PS1	histone cluster 1 H3 pseudogene 1		dJ45P21.6, H3F3AP1, p36	100289545	NG_029540
HIST1H4A	histone cluster 1 H4 family member a	H4FA		8359	NM_003538
HIST1H4B	histone cluster 1 H4 family member b	H4FI	H4/I	8366	NM_003544
HIST1H4C	histone cluster 1 H4 family member c	H4FG	H4/g, dJ221C16.1	8364	NM_003542
HIST1H4D	histone cluster 1 H4 family member d	H4FB	H4/b	8360	NM_003539
HIST1H4E	histone cluster 1 H4 family member e	H4FJ	H4/j	8367	NM_003545
HIST1H4F	histone cluster 1 H4 family member f	H4FC	H4/c, H4	8361	NM_003540
HIST1H4G	histone cluster 1 H4 family member g	H4FL	H4/l	8369	NM_003547
HIST1H4H	histone cluster 1 H4 family member h	H4FH	H4/h	8365	NM_003543
HIST1H4I	histone cluster 1 H4 family member i	H4FM	H4/m	8294	NM_003495
HIST1H4J	histone cluster 1 H4 family member j	H4FE	H4/e, H4F2iv	8363	NM_021968
HIST1H4K	histone cluster 1 H4 family member k	H4FD	H4/d, H4F2iii, dJ160A22.1	8362	NM_003541
HIST1H4L	histone cluster 1 H4 family member l	H4FK	H4.k, H4/k	8368	NM_003546
HIST1H4PS1	histone cluster 1 H4 pseudogene 1	H4FFP	pH4/f, dJ97D16.3	10337	
HIST2H2AA3	histone cluster 2 H2A family member a3	H2AFO, HIST2H2AA	H2A.2, H2A/q	8337	NM_003516
HIST2H2AA4	histone cluster 2 H2A family member a4		H2A/r	723790	NM_001040874
HIST2H2AB	histone cluster 2 H2A family member b			317772	NM_175065
HIST2H2AC	histone cluster 2 H2A family member c	H2A, H2AFQ	H2A/q	8338	NM_003517
HIST2H2BA	histone cluster 2 H2B family member a (pseudogene)			337875	NR_027337
HIST2H2BB	histone cluster 2 H2B family member b (pseudogene)			338391	NG_002652
HIST2H2BC	histone cluster 2 H2B family member c (pseudogene)		H2B/t	337873	
HIST2H2BD	histone cluster 2 H2B family member d (pseudogene)	H2BFO	H2B/s, H2B/o	337874	
HIST2H2BE	histone cluster 2 H2B family member e	H2B, H2BFQ	H2B/q, H2B.1	8349	NM_003528
HIST2H2BF	histone cluster 2 H2B family member f			440689	NM_001024599
HIST2H3A	histone cluster 2 H3 family member a		H3/n, H3/o	333932	
HIST2H3B~withdrawn	entry withdrawn				
HIST2H3C	histone cluster 2 H3 family member c	H3F2, H3FM	MGC9629, H3/m, H3, H3.2, H3/M	126961	NM_021059
HIST2H3D	histone cluster 2 H3 family member d			653604	NM_001123375
HIST2H3DP1	histone cluster 2 H3 family member d pseudogene 1		p05		
HIST2H3PS2	histone cluster 2 H3 pseudogene 2		p06	440686	NG_012783
HIST2H4A	histone cluster 2 H4 family member a	H4F2, H4FN, HIST2H4, H4/n		8370	
HIST2H4B	histone cluster 2 H4 family member b		H4/o	554313	NM_001034077
HIST3H2A	histone cluster 3 H2A		MGC3165	92815	NM_033445
HIST3H2BA	histone cluster 3 H2B family member a (pseudogene)			337872	NG_002618
HIST3H2BB	histone cluster 3 H2B family member b			128312	NM_175055
HIST3H3	histone cluster 3 H3	H3FT	H3t, H3/g, H3.4	8290	NM_003493
HIST4H4	histone cluster 4 H4		MGC24116	121504	NM_175054
HIVE1~withdrawn	symbol withdrawn, see CCNT1				
HIVEP1	human immunodeficiency virus type I enhancer binding protein 1	ZNF40	CIRIP, MBP-1, CRYBP1, PRDII-BF1, ZAS1, Schnurri-1, ZNF40A	3096	NM_002114
HIVEP2	human immunodeficiency virus type I enhancer binding protein 2		MBP-2, HIV-EP2, MIBP1, ZAS2, Schnurri-2, ZNF40B	3097	
HIVEP3	human immunodeficiency virus type I enhancer binding protein 3		KRC, KBP1, KBP-1, SHN3, FLJ16752, KIAA1555, ZAS3, Schnurri-3, ZNF40C	59269	NM_024503
HJURP	Holliday junction recognition protein		DKFZp762E1312, URLC9, hFLEG1, FAKTS	55355	NM_018410
HJV	hemojuvelin BMP co-receptor	HFE2	JH, HFE2A, RGMC, hemojuvelin, haemojuvelin	148738	NM_145277
HK1	hexokinase 1			3098	NM_000188
HK2	hexokinase 2			3099	NM_000189
HK2P1	hexokinase 2 pseudogene 1	HK2P		642546	NG_009860
HK2P2~withdrawn	entry withdrawn				
HK3	hexokinase 3			3101	NM_002115
HKDC1	hexokinase domain containing 1		FLJ37767, FLJ22761	80201	NM_025130
HKR1	HKR1, GLI-Kruppel zinc finger family member		ZNF875	284459	NM_181786
HLA-A	major histocompatibility complex, class I, A			3105	NM_002116
HLA-B	major histocompatibility complex, class I, B	AS		3106	NM_005514
HLA-C	major histocompatibility complex, class I, C	HLA-JY3, D6S204, PSORS1		3107	NM_002117
HLA-DMA	major histocompatibility complex, class II, DM alpha		D6S222E, RING6	3108	NM_006120
HLA-DMB	major histocompatibility complex, class II, DM beta		D6S221E, RING7	3109	NM_002118
HLA-DOA	major histocompatibility complex, class II, DO alpha	HLA-DZA, HLA-DNA	HLA-D0-alpha	3111	NM_002119
HLA-DOB	major histocompatibility complex, class II, DO beta			3112	NM_002120
